Znojmo,DATE,Y2013,RA2013,14DA2013,Y2014,RA2014,14DA2014,Y2015,RA2015,14DA2015,Y2016,RA2016,14DA2016,Y2017,RA2017,14DA2017,Y2018,RA2018,14DA2018,Y2019,RA2019,14DA2019,Y2020,RA2020,14DA2020,Y2021,RA2021,14DA2021,Y2022,RA2022,14DA2022,Y2023,RA2023,14DA2023
11698099999,6/22/13,0.09,0.465714286,0.246428571,0,0.008571429,0.004285714,0.02,0.075714286,0.045,0,0.135714286,0.109285714,0,0.014285714,0.014285714,0.02,0.004285714,0.087857143,0,0.124285714,0.062142857,0.42,0.35,0.197142857,0.38,0.158571429,0.081428571,0,0.047142857,0.025714286,0.09,0.012857143,0.010714286
11698099999,6/23/13,0.05,0.467142857,0.234285714,0,0.008571429,0.025714286,0.39,0.074285714,0.045,0,0.14,0.097857143,0.04,0.022857143,0.011428571,0.01,0.007142857,0.087857143,0.43,0.124285714,0.062142857,0,0.285714286,0.204285714,0.05,0.158571429,0.090714286,0,0.047142857,0.028571429,0,0.012857143,0.007142857
11698099999,6/24/13,0.28,0.468571429,0.234285714,0,0.005714286,0.039285714,0,0.068571429,0.045,0,0.111428571,0.176428571,0,0.022857143,0.011428571,0,0.014285714,0.087857143,0.02,0.122857143,0.062142857,0,0.207142857,0.204285714,0.01,0.162857143,0.094285714,0,0.047142857,0.027142857,0,0.012857143,0.007142857
11698099999,6/25/13,2.84,0.468571429,0.234285714,0,0,0.039285714,0,0.072857143,0.045,0,0.055714286,0.176428571,0,0.014285714,0.011428571,0,0.137142857,0.087857143,0,0.064285714,0.093571429,0.17,0.092857143,0.199285714,0.67,0.162857143,0.094285714,0.29,0.042857143,0.053571429,0,0.014285714,0.007142857
11698099999,6/26/13,0.01,0.455714286,0.234285714,0,0,0.040714286,0,0.07,0.044285714,0.03,0.055714286,0.207142857,0.06,0.014285714,0.012142857,0.02,0.172857143,0.087857143,0,0.064285714,0.093571429,0.06,0.058571429,0.171428571,0,0.108571429,0.094285714,0,0.042857143,0.053571429,0,0.001428571,0.007142857
11698099999,6/27/13,0.01,0.448571429,0.234285714,0,0.042857143,0.039285714,0,0.014285714,0.041428571,0.03,0.06,0.190714286,0,0.008571429,0.012142857,0.05,0.171428571,0.087857143,0,0.002857143,0.092857143,0,0.072857143,0.133571429,0.03,0.12,0.094285714,0,0.048571429,0.053571429,0,0.001428571,0.007142857
11698099999,6/28/13,0,0.408571429,0.234285714,0,0.07,0.036428571,0.1,0.014285714,0.036428571,0.33,0.217142857,0.139285714,0,0.008571429,0.007857143,0.86,0.171428571,0.087857143,0,0,0.063571429,0,0.072857143,0.076428571,0,0.125714286,0.094285714,0.01,0.048571429,0.052142857,0.01,0.001428571,0.007142857
11698099999,6/29/13,0,0.002857143,0.227857143,0,0.07,0.040714286,0,0.014285714,0.035,0,0.217142857,0.140714286,0,0.008571429,0.010714286,0.27,0.171428571,0.086428571,0,0.062857143,0.063571429,0.18,0.048571429,0.046428571,0,0.03,0.067142857,0,0.06,0.077857143,0,0.001428571,0.010714286
11698099999,6/30/13,0,0.001428571,0.224285714,0.3,0.072857143,0.040714286,0,0.014285714,0.007142857,0.03,0.274285714,0.140714286,0,0.001428571,0.007857143,0,0.168571429,0.099285714,0,0.062857143,0.032857143,0.1,0.057142857,0.046428571,0.13,0.03,0.063571429,0.04,0.06,0.077857143,0,0.001428571,0.010714286
11698099999,7/1/13,0,0,0.204285714,0.19,0.072857143,0.040714286,0,0.014285714,0.007142857,1.1,0.27,0.140714286,0,0.001428571,0.011428571,0,0.161428571,0.099285714,0,0.062857143,0.031428571,0,0.06,0.046428571,0.05,0.025714286,0.062857143,0,0.06,0.077857143,0,0.001428571,0.010714286
11698099999,7/2/13,0,0,0.001428571,0,0.072857143,0.062142857,0,0,0.027142857,0,0.222857143,0.140714286,0,0.001428571,0.011428571,0,0.038571429,0.099285714,0.44,0.062857143,0.031428571,0,0.06,0.038571429,0,0.025714286,0.07,0.37,0.061428571,0.057142857,0,0,0.010714286
11698099999,7/3/13,0,0,0.000714286,0.02,0.081428571,0.062142857,0,0,0.027142857,0.43,0.225714286,0.138571429,0.01,0.007142857,0.007142857,0,0,0.098571429,0,0.062857143,0.031428571,0.12,0.034285714,0.034285714,0,0.025714286,0.07,0,0.112857143,0.06,0,0.02,0.010714286
11698099999,7/4/13,0,0,0.009285714,0,0.038571429,0.067857143,0,0,0.027142857,0,0.221428571,0.136428571,0,0.007142857,0.013571429,0,0.027142857,0.097857143,0,0.062857143,0.031428571,0.02,0.02,0.086428571,0,0.007142857,0.067857143,0,0.107142857,0.06,0,0.02,0.050714286
11698099999,7/5/13,0,0,0.009285714,0,0.011428571,0.071428571,0,0,0.02,0,0.064285714,0.117142857,0,0.014285714,0.013571429,0,0.027142857,0.037857143,0,0.062857143,0.035714286,0,0.02,0.115714286,0,0,0.072142857,0.02,0.107142857,0.059285714,0,0.02,0.052142857
11698099999,7/6/13,0,0,0.009285714,0.06,0.054285714,0.072142857,0,0.04,0.02,0.02,0.064285714,0.252142857,0.04,0.014285714,0.02,0,0.027142857,0.018571429,0,0,0.075714286,0,0.028571429,0.102857143,0,0.11,0.072142857,0.36,0.054285714,0.059285714,0.14,0.02,0.052142857
11698099999,7/7/13,0,0,0.009285714,0,0.051428571,0.050714286,0,0.04,0.020714286,0,0.002857143,0.278571429,0,0.012857143,0.02,0.19,0.028571429,0.018571429,0,0,0.107142857,0,0.011428571,0.095714286,0,0.11,0.093571429,0,0.06,0.056428571,0,0.02,0.052142857
11698099999,7/8/13,0,0.018571429,0.009285714,0,0.062857143,0.04,0,0.04,0.020714286,0,0.002857143,0.203571429,0.05,0.025714286,0.024285714,0,0.034285714,0.024285714,0,0,0.112857143,0,0.112857143,0.095714286,0,0.11,0.100714286,0,0.06,0.062857143,0,0.1,0.052142857
11698099999,7/9/13,0,0.018571429,0.009285714,0.3,0.07,0.045714286,0.28,0.04,0.020714286,0,0.011428571,0.203571429,0,0.025714286,0.029285714,0,0.037142857,0.024285714,0,0.008571429,0.081428571,0.06,0.171428571,0.102142857,0.77,0.118571429,0.100714286,0,0.057142857,0.036428571,0,0.104285714,0.052142857
11698099999,7/10/13,0,0.018571429,0.009285714,0,0.062857143,0.047857143,0,0.04,0.020714286,0,0.278571429,0.172857143,0,0.032857143,0.028571429,0.01,0.037142857,0.025,0,0.088571429,0.081428571,0,0.171428571,0.096428571,0,0.118571429,0.112857143,0.04,0.005714286,0.036428571,0,0.084285714,0.052857143
11698099999,7/11/13,0.13,0.018571429,0.009285714,0.08,0.062857143,0.047857143,0,0.041428571,0.020714286,0,0.335714286,0.172857143,0.09,0.032857143,0.031428571,0.04,0.01,0.025,0,0.151428571,0.081428571,0.73,0.171428571,0.135,0,0.18,0.112857143,0,0.005714286,0.036428571,0.56,0.084285714,0.052857143
11698099999,7/12/13,0,0.018571429,0.009285714,0.05,0.068571429,0.068571429,0,0.041428571,0.050714286,0.06,0.342857143,0.172857143,0,0.034285714,0.031428571,0.02,0.021428571,0.027857143,0.06,0.162857143,0.087142857,0.41,0.171428571,0.154285714,0.06,0.201428571,0.112857143,0,0.018571429,0.035,0.03,0.084285714,0.052857143
11698099999,7/13/13,0,0.018571429,0.009285714,0.01,0.037142857,0.064285714,0,0.001428571,0.052142857,1.89,0.342857143,0.171428571,0.09,0.044285714,0.028571429,0,0.021428571,0.027857143,0.56,0.162857143,0.087142857,0,0.175714286,0.157142857,0,0.091428571,0.112857143,0,0.018571429,0.009285714,0,0.084285714,0.042857143
11698099999,7/14/13,0,0.018571429,0.009285714,0,0.044285714,0.064285714,0.01,0.001428571,0.052142857,0.4,0.342857143,0.171428571,0,0.044285714,0.1,0,0.021428571,0.014285714,0.44,0.162857143,0.087142857,0,0.181428571,0.161428571,0.43,0.115714286,0.112857143,0,0.012857143,0.009285714,0,0.085714286,0.044285714
11698099999,7/15/13,0,0,0.009285714,0.04,0.032857143,0.069285714,0,0.001428571,0.052142857,0.05,0.342857143,0.237857143,0.06,0.037142857,0.096428571,0.08,0.015714286,0.065714286,0.08,0.162857143,0.089285714,0,0.157142857,0.167142857,0.15,0.115714286,0.112857143,0.09,0.012857143,0.015714286,0,0.005714286,0.048571429
11698099999,7/16/13,0,0,0.009285714,0.08,0.067142857,0.066428571,0,0.061428571,0.032142857,0,0.334285714,0.237857143,0.07,0.037142857,0.098571429,0,0.018571429,0.104285714,0,0.165714286,0.089285714,0.09,0.137142857,0.162857143,0,0.107142857,0.057857143,0,0.012857143,0.015714286,0,0.001428571,0.048571429
11698099999,7/17/13,0,0,0.009285714,0.05,0.065714286,0.071428571,0,0.064285714,0.032142857,0,0.064285714,0.242142857,0,0.024285714,0.117142857,0.01,0.018571429,0.103571429,0,0.085714286,0.089285714,0.04,0.142857143,0.162857143,0.17,0.107142857,0.057857143,0,0.012857143,0.012857143,0.01,0.001428571,0.048571429
11698099999,7/18/13,0,0,0,0,0.065714286,0.065714286,0,0.062857143,0.032142857,0,0.007142857,0.242142857,0.04,0.167142857,0.130714286,0,0.018571429,0.100714286,0,0.022857143,0.089285714,0.56,0.151428571,0.110714286,0,0.045714286,0.103571429,0,0.012857143,0.012857143,0,0.004285714,0.010714286
11698099999,7/19/13,0,0,0.000714286,0.29,0.07,0.135714286,0.42,0.062857143,0.043571429,0,0.132857143,0.255714286,0,0.158571429,0.130714286,0.04,0.11,0.113571429,0.08,0.015714286,0.085,0.27,0.162857143,0.081428571,0,0.024285714,0.155,0,0.012857143,0.039285714,0,0.012857143,0.021428571
11698099999,7/20/13,0,0,0.045714286,0,0.095714286,0.135,0.02,0.062857143,0.046428571,0,0.132857143,0.122142857,0,0.152857143,0.145714286,0,0.187142857,0.113571429,0,0.015714286,0.05,0.04,0.15,0.082857143,0,0.024285714,0.157142857,0,0.012857143,0.06,0,0.012857143,0.021428571
11698099999,7/21/13,0,0,0.045714286,0,0.098571429,0.135,0,0.062857143,0.053571429,0,0.141428571,0.102857143,1,0.19,0.155,0,0.185714286,0.137142857,0,0.015714286,0.022142857,0.06,0.144285714,0.082857143,0,0,0.126428571,0,0.012857143,0.065714286,0.02,0.011428571,0.022857143
11698099999,7/22/13,0,0,0.045714286,0.07,0.098571429,0.132857143,0,0.062857143,0.067142857,0.93,0.141428571,0.099285714,0,0.224285714,0.150714286,0.72,0.185714286,0.131428571,0.03,0.015714286,0.033571429,0.08,0.064285714,0.084285714,0,0.091428571,0.117857143,0.09,0.012857143,0.059285714,0.06,0.015714286,0.022857143
11698099999,7/23/13,0,0.001428571,0.047857143,0.26,0.204285714,0.133571429,0,0.025714286,0.067857143,0,0.177142857,0.102142857,0.03,0.224285714,0.145714286,0.54,0.208571429,0.131428571,0,0.004285714,0.033571429,0,0.025714286,0.077857143,0,0.202857143,0.117857143,0,0.065714286,0.072857143,0,0.041428571,0.035
11698099999,7/24/13,0,0.091428571,0.047857143,0.07,0.204285714,0.147857143,0,0.028571429,0.067857143,0.06,0.18,0.102142857,0.26,0.267142857,0.145714286,0,0.208571429,0.130714286,0,0.014285714,0.033571429,0,0.022857143,0.075,0,0.207142857,0.105714286,0,0.107142857,0.075714286,0,0.041428571,0.065714286
11698099999,7/25/13,0,0.091428571,0.047857143,0,0.204285714,0.17,0,0.044285714,0.067857143,0,0.198571429,0.147857143,0.28,0.142857143,0.142857143,0,0.255714286,0.130714286,0,0.021428571,0.047142857,0,0.014285714,0.035,0.64,0.207142857,0.127857143,0,0.118571429,0.075714286,0.03,0.041428571,0.066428571
11698099999,7/26/13,0.01,0.091428571,0.047857143,1.03,0.195714286,0.149285714,0.16,0.071428571,0.038571429,0.25,0.065714286,0.147857143,0,0.142857143,0.142857143,0.2,0.152857143,0.127857143,0,0.051428571,0.041428571,0,0.005714286,0.015714286,0.78,0.211428571,0.135,0.37,0.105714286,0.075714286,0.18,0.032857143,0.103571429
11698099999,7/27/13,0.63,0.095714286,0.047857143,0,0.171428571,0.149285714,0.04,0.072857143,0.072142857,0.02,0.071428571,0.147857143,0.3,0.138571429,0.142857143,0,0.075714286,0.132142857,0.07,0.051428571,0.049285714,0.02,0.005714286,0.017857143,0.03,0.211428571,0.135,0.29,0.132857143,0.075714286,0,0.057142857,0.106428571
11698099999,7/28/13,0,0.095714286,0.047857143,0,0.197142857,0.150714286,0.11,0.072857143,0.072142857,0.13,0.062857143,0.147857143,0.13,0.101428571,0.071428571,0.33,0.075714286,0.132142857,0.05,0.051428571,0.076428571,0,0.005714286,0.125,0,0.211428571,0.135714286,0.08,0.138571429,0.075714286,0.02,0.12,0.112142857
11698099999,7/29/13,0,0.095714286,0.052857143,0.01,0.241428571,0.145714286,0.19,0.072857143,0.072142857,0,0.154285714,0.081428571,0,0.061428571,0.073571429,0,0.075714286,0.080714286,0.24,0.078571429,0.075,0.02,0.005714286,0.133571429,0.03,0.164285714,0.241428571,0,0.138571429,0.069285714,0,0.117142857,0.110714286
11698099999,7/30/13,0.03,0.094285714,0.052857143,0.09,0.094285714,0.145714286,0.01,0.051428571,0.072142857,0.04,0.118571429,0.1,0,0.061428571,0.084285714,0,0.047142857,0.042142857,0,0.078571429,0.075,0,0.005714286,0.133571429,0,0.067142857,0.252142857,0.19,0.085714286,0.1,0.17,0.165714286,0.155714286
11698099999,7/31/13,0,0.004285714,0.052857143,0.25,0.094285714,0.140714286,0,0.115714286,0.072142857,0,0.115714286,0.095714286,0,0.018571429,0.082142857,0,0.055714286,0.042142857,0,0.084285714,0.075,0,0.012857143,0.133571429,0,0.062857143,0.252142857,0.04,0.044285714,0.105,0.44,0.171428571,0.167142857
11698099999,8/1/13,0,0.004285714,0.052857143,0.31,0.097142857,0.140714286,0,0.1,0.072142857,0.64,0.097142857,0.095714286,0,0,0.062142857,0,0.008571429,0.042142857,0.19,0.131428571,0.094285714,0,0.235714286,0.133571429,0.31,0.064285714,0.216428571,0,0.032857143,0.109285714,0.01,0.182857143,0.174285714
11698099999,8/2/13,0,0.014285714,0.052142857,0,0.095714286,0.067142857,0.01,0.072857143,0.060714286,0,0.097142857,0.077857143,0,0.004285714,0.062142857,0,0.008571429,0.028571429,0,0.098571429,0.094285714,0,0.261428571,0.133571429,0.1,0.271428571,0.177142857,0,0.032857143,0.082857143,0.52,0.188571429,0.162857143
11698099999,8/3/13,0,0.01,0.028571429,0,0.12,0.07,0.49,0.071428571,0.057857143,0,0.128571429,0.135,0,0.03,0.047857143,0.06,0.008571429,0.028571429,0.11,0.098571429,0.089285714,0.07,0.261428571,0.132142857,0,0.292857143,0.175,0,0.067142857,0.062142857,0.04,0.254285714,0.193571429
11698099999,8/4/13,0,0.01,0.028571429,0.02,0.084285714,0.07,0,0.071428571,0.05,0,0.128571429,0.149285714,0,0.062857143,0.080714286,0,0.008571429,0.01,0.38,0.098571429,0.121428571,1.56,0.261428571,0.132142857,0.01,0.292857143,0.175,0,0.071428571,0.056428571,0.1,0.214285714,0.192142857
11698099999,8/5/13,0.07,0.01,0.028571429,0,0.04,0.072857143,0,0.071428571,0.036428571,0,0.037142857,0.149285714,0.03,0.062857143,0.090714286,0,0.008571429,0.01,0.01,0.11,0.104285714,0.2,0.261428571,0.131428571,1.48,0.268571429,0.172857143,0,0.08,0.056428571,0.04,0.231428571,0.192142857
11698099999,8/6/13,0,0.01,0.035714286,0.26,0.04,0.087142857,0,0.07,0.035714286,0.26,0.037142857,0.149285714,0.18,0.062857143,0.090714286,0,0.01,0.01,0,0.11,0.142857143,0,0.261428571,0.131428571,0.15,0.287142857,0.172857143,0.43,0.08,0.042857143,0.63,0.16,0.18
11698099999,8/7/13,0,0.052857143,0.035714286,0,0.045714286,0.089285714,0,0,0.035714286,0,0.154285714,0.149285714,0.23,0.077142857,0.090714286,0,0.001428571,0.010714286,0,0.094285714,0.15,0,0.251428571,0.131428571,0,0.287142857,0.172857143,0.07,0.08,0.04,0.16,0.215714286,0.148571429
11698099999,8/8/13,0,0.052857143,0.035714286,0,0.042857143,0.067142857,0,0,0.035714286,0,0.201428571,0.103571429,0,0.161428571,0.090714286,0,0.011428571,0.010714286,0.27,0.111428571,0.136428571,0,0.028571429,0.142142857,0.14,0.285714286,0.150714286,0.06,0.08,0.04,0.13,0.201428571,0.147857143
11698099999,8/9/13,0,0.042857143,0.035714286,0,0.05,0.067142857,0,0,0.035,0,0.201428571,0.103571429,0,0.177142857,0.090714286,0.01,0.011428571,0.010714286,0,0.11,0.136428571,0,0.001428571,0.142857143,0.23,0.074285714,0.146428571,0,0.08,0.04,0.02,0.195714286,0.110714286
11698099999,8/10/13,0.3,0.061428571,0.035714286,0.04,0.054285714,0.067142857,0,0,0.070714286,0.82,0.17,0.103571429,0.1,0.151428571,0.090714286,0,0.011428571,0.006428571,0,0.187142857,0.131428571,0,0.001428571,0.137857143,0,0.052857143,0.196428571,0,0.018571429,0.04,0.43,0.105714286,0.107857143
11698099999,8/11/13,0,0.061428571,0.035714286,0,0.094285714,0.065714286,0,0,0.095,0.33,0.17,0.103571429,0.59,0.118571429,0.090714286,0.07,0.012857143,0.006428571,0.5,0.201428571,0.105,0,0.001428571,0.031428571,0,0.052857143,0.195714286,0,0.008571429,0.04,0,0.082857143,0.100714286
11698099999,8/12/13,0,0.061428571,0.030714286,0.05,0.094285714,0.097857143,0,0,0.113571429,0,0.17,0.103571429,0.14,0.118571429,0.088571429,0,0.012857143,0.006428571,0,0.162857143,0.104285714,0.01,0.022857143,0.035714286,0,0.032857143,0.09,0,0,0.059285714,0,0.064285714,0.097857143
11698099999,8/13/13,0.13,0.061428571,0.1,0.29,0.094285714,0.113571429,0,0,0.138571429,0.04,0.17,0.085,0,0.118571429,0.082142857,0,0.011428571,0.006428571,0.54,0.162857143,0.104285714,0,0.024285714,0.035714286,0,0.005714286,0.079285714,0,0,0.028571429,0,0.061428571,0.052857143
11698099999,8/14/13,0,0.018571429,0.1,0.28,0.088571429,0.127142857,0,0.141428571,0.138571429,0,0.052857143,0.105714286,0,0.104285714,0.065714286,0.01,0.011428571,0.006428571,0.1,0.168571429,0.127857143,0,0.024285714,0.035714286,0,0.105714286,0.079285714,0,0,0.031428571,0,0,0.041428571
11698099999,8/15/13,0,0.018571429,0.1,0,0.088571429,0.128571429,0,0.19,0.138571429,0,0.005714286,0.12,0,0.02,0.065714286,0,0.001428571,0.006428571,0,0.098571429,0.108571429,0.15,0.034285714,0.035714286,0,0.105714286,0.069285714,0,0,0.081428571,0,0,0.034285714
11698099999,8/16/13,0,0.018571429,0.1,0,0.145714286,0.128571429,0,0.227142857,0.138571429,0,0.005714286,0.12,0,0,0.065714286,0,0.001428571,0.005714286,0,0.098571429,0.108571429,0.01,0.07,0.108571429,0.04,0.105714286,0.066428571,0,0.038571429,0.117857143,0,0,0.05
11698099999,8/17/13,0,0.138571429,0.078571429,0,0.172857143,0.129285714,0.99,0.277142857,0.138571429,0,0,0.061428571,0,0.012857143,0.058571429,0,0.001428571,0.005714286,0.04,0.021428571,0.108571429,0,0.07,0.108571429,0.7,0.105714286,0.066428571,0,0.038571429,0.124285714,0,0,0.019285714
11698099999,8/18/13,0,0.138571429,0.078571429,0,0.16,0.141428571,0.34,0.277142857,0.139285714,0,0.041428571,0.037857143,0,0.012857143,0.016428571,0,0,0.015,0.01,0.054285714,0.072857143,0.07,0.07,0.108571429,0,0.105714286,0.066428571,0,0.054285714,0.124285714,0,0,0.019285714
11698099999,8/19/13,0,0.138571429,0.122142857,0.45,0.162857143,0.141428571,0.26,0.277142857,0.143571429,0,0.07,0.037857143,0,0.012857143,0.006428571,0,0,0.028571429,0,0.054285714,0.072857143,0.26,0.048571429,0.107857143,0,0.105714286,0.069285714,0.27,0.162857143,0.124285714,0,0.004285714,0.019285714
11698099999,8/20/13,0.97,0.138571429,0.112857143,0.48,0.162857143,0.146428571,0.35,0.277142857,0.143571429,0,0.07,0.035,0.09,0.012857143,0.006428571,0,0,0.028571429,0,0.054285714,0.034285714,0,0.192857143,0.107857143,0,0.127142857,0.092857143,0,0.235714286,0.142857143,0,0.038571429,0.064285714
11698099999,8/21/13,0,0.138571429,0.122142857,0.19,0.17,0.130714286,0,0.135714286,0.143571429,0.29,0.07,0.035,0,0.012857143,0.011428571,0,0,0.027857143,0.33,0.048571429,0.027142857,0,0.192857143,0.107857143,0,0.027142857,0.092857143,0.11,0.248571429,0.155,0,0.038571429,0.064285714
11698099999,8/22/13,0,0.138571429,0.13,0.02,0.194285714,0.130714286,0,0.088571429,0.143571429,0.2,0.07,0.035,0,0.012857143,0.011428571,0,0.028571429,0.027857143,0,0.047142857,0.027142857,0,0.182857143,0.097142857,0,0.027142857,0.092857143,0.76,0.248571429,0.167857143,0.03,0.038571429,0.084285714
11698099999,8/23/13,0,0.225714286,0.13,0,0.137142857,0.130714286,0,0.06,0.143571429,0,0.07,0.037857143,0,0.012857143,0.011428571,0,0.055714286,0.027857143,0,0.047142857,0.027142857,1.02,0.145714286,0.118571429,0.19,0.032857143,0.103571429,0.51,0.21,0.167857143,0.24,0.038571429,0.095
11698099999,8/24/13,0,0.087142857,0.13,0.05,0.12,0.131428571,0,0.01,0.072857143,0,0.07,0.037857143,0,0,0.011428571,0,0.055714286,0.036428571,0,0.047142857,0.026428571,0,0.145714286,0.122857143,0,0.08,0.054285714,0.09,0.247142857,0.167857143,0,0.128571429,0.095
11698099999,8/25/13,0,0.105714286,0.14,0.17,0.101428571,0.141538462,0.01,0.01,0.052307692,0,0.028571429,0.040769231,0,0.01,0.012307692,0.2,0.055714286,0.039230769,0,0,0.027692308,0,0.145714286,0.126923077,0,0.08,0.058461538,0,0.255714286,0.180769231,0,0.128571429,0.102307692
11698099999,8/26/13,0.61,0.121428571,0.151666667,0.05,0.098571429,0.115833333,0.06,0.01,0.035,0,0,0.044166667,0,0.01,0.013333333,0.19,0.055714286,0.0425,0,0,0.03,0,0.145714286,0.115833333,0.04,0.08,0.063333333,0,0.172857143,0.173333333,0,0.164285714,0.110833333
11698099999,8/27/13,0,0.121428571,0.077272727,0.36,0.098571429,0.082727273,0,0.01,0.006363636,0,0.005714286,0.048181818,0,0.01,0.006363636,0,0.055714286,0.046363636,0,0,0.032727273,0,0.044285714,0.126363636,0.33,0.08,0.069090909,0.26,0.1,0.189090909,0.63,0.151428571,0.120909091
11698099999,8/28/13,0.13,0.121428571,0.085,0.06,0.092857143,0.072,0,0.01,0.007,0,0.005714286,0.024,0.07,0.01,0.007,0,0.072857143,0.051,0,0.004285714,0.003,0,0.052857143,0.139,0,0.081428571,0.076,0.17,0.087142857,0.197,0,0.151428571,0.133
11698099999,8/29/13,0.11,0.141666667,0.094444444,0,0.08,0.077777778,0,0.01,0.007777778,0,0.006666667,0.004444444,0,0.011666667,0.007777778,0,0.051666667,0.056666667,0,0.005,0.003333333,0,0.061666667,0.154444444,0,0.095,0.084444444,0.18,0.101666667,0.134444444,0.28,0.176666667,0.144444444
11698099999,8/30/13,0,0.048,0.10625,0,0.086,0.0875,0,0,0.00875,0.04,0.008,0.005,0,0.014,0.00875,0,0.024,0.06375,0,0.006,0.00375,0.31,0.074,0.04625,0.19,0.106,0.07125,0,0.122,0.0875,0.15,0.212,0.1325
11698099999,8/31/13,0,0.06,0.121428571,0.01,0.0175,0.092857143,0,0,0.01,0,0.01,0.005714286,0,0.0175,0.01,0.12,0.03,0.072857143,0.03,0.0075,0.004285714,0.06,0.0925,0.052857143,0.01,0.05,0.081428571,0,0.0875,0.087142857,0,0.1075,0.151428571
