Vienna,DATE,Y2013,RA2013,14DA2013,Y2014,RA2014,14DA2014,Y2015,RA2015,14DA2015,Y2016,RA2016,14DA2016,Y2017,RA2017,14DA2017,Y2018,RA2018,14DA2018,Y2019,RA2019,14DA2019,Y2020,RA2020,14DA2020,Y2021,RA2021,14DA2021,Y2022,RA2022,14DA2022,Y2023,RA2023,14DA2023
11082099999,5/18/13,0.08,0.084285714,0.054285714,0.25,0.412857143,0.295714286,0,0.06,0.167857143,0,0.068571429,0.161428571,0,0.018571429,0.099285714,0.01,0.203333333,0.143076923,0,0.183333333,0.177692308,0,0.06375,0.140714286,0.47,0.107142857,0.122857143,0,0,0.026428571,0.47,0.102,0.063
11082099999,5/19/13,0,0.118571429,0.051428571,0.35,0.412857143,0.217857143,0,0.042857143,0.167857143,0,0.067142857,0.161428571,0,0.158571429,0.100714286,0.02,0.174285714,0.164615385,0,0.162857143,0.169166667,0,0.06375,0.157857143,0,0.107142857,0.134285714,0,0.028571429,0.032857143,0.04,0.085,0.063
11082099999,5/20/13,0.08,0.13,0.062857143,0.01,0.345714286,0.223571429,0,0.051428571,0.179285714,0.47,0.067142857,0.116428571,0,0.141428571,0.100714286,0,0.005714286,0.149230769,0,0.114285714,0.104166667,0,0.01375,0.169285714,0.04,0.108571429,0.122857143,0,0.028571429,0.032857143,0,0.085,0.051
11082099999,5/21/13,0.43,0.13,0.084285714,0,0.087142857,0.232142857,0.16,0.298571429,0.179285714,0,0.067142857,0.062857143,0,0.145714286,0.100714286,0,0.004285714,0.127692308,0.28,0.058571429,0.11,0,0.17125,0.168571429,0.22,0.155714286,0.109285714,0,0.028571429,0.024285714,0,0.085,0.046363636
11082099999,5/22/13,0.24,0.118571429,0.118571429,0,0.074285714,0.232142857,0.12,0.298571429,0.162142857,0,0.124285714,0.062142857,0.98,0.18,0.100714286,0,0.025714286,0.121428571,0.04,0.058571429,0.131538462,0,0.20125,0.174285714,0,0.122857143,0.109285714,0.2,0.035714286,0.024285714,0,0.006666667,0.0425
11082099999,5/23/13,0.08,0.118571429,0.13,0,0.024285714,0.207142857,0.08,0.298571429,0.160714286,0,0.124285714,0.062142857,0,0.182857143,0.092142857,0,0.062857143,0.059285714,0.09,0.068333333,0.113846154,0,0.23125,0.139285714,0.02,0.145714286,0.108571429,0,0.048571429,0.027142857,0,0,0.0425
11082099999,5/24/13,0,0.107142857,0.13,0,0.034285714,0.083571429,1.73,0.321428571,0.160714286,0,0.057142857,0.073571429,0.04,0.182857143,0.091428571,0,0.062857143,0.06,0,0.07,0.099230769,0.11,0.23125,0.139285714,0.34,0.14,0.110714286,0,0.048571429,0.027142857,NaN,0,0.039230769
11082099999,5/25/13,0,0.047142857,0.118571429,0.16,0.051428571,0.071428571,0,0.298571429,0.162142857,0.4,0.057142857,0.104285714,0.24,0.182857143,0.091428571,0.16,0.062857143,0.059285714,0,0.036666667,0.1,1.26,0.24125,0.147857143,0.24,0.111428571,0.082857143,0.05,0.048571429,0.027142857,0,0,0.003076923
11082099999,5/26/13,0,0.012857143,0.118571429,0,0.051428571,0.046428571,0,0.281428571,0.162142857,0,0.057142857,0.146428571,0.02,0.042857143,0.091428571,0.28,0.068571429,0.057857143,NaN,0.095,0.1,0.24,0.24375,0.147857143,0.16,0.111428571,0.082857143,0.09,0.02,0.038571429,0,0,0
11082099999,5/27/13,0,0.068571429,0.107142857,0.08,0.068571429,0.045714286,0.16,0.27,0.162142857,0,0.057142857,0.112857143,0,0.042857143,0.091428571,0,0.112857143,0.057857143,0.01,0.113333333,0.1,0.24,0.24375,0.147857143,0,0.108571429,0.08,0,0.025714286,0.052857143,0,0,0
11082099999,5/28/13,0.01,0.097142857,0.047142857,0.12,0.08,0.045714286,0,0.022857143,0.150714286,0,0.08,0.124285714,0,0.037142857,0.097142857,0,0.115714286,0.062307692,0.08,0.146666667,0.078461538,0,0.245,0.249285714,0.02,0.065714286,0.064285714,0,0.025714286,0.052857143,0,0,0
11082099999,5/29/13,0,0.097142857,0.012857143,0,0.068571429,0.045714286,0,0.025714286,0.142142857,0,0.084285714,0.124285714,0,0.002857143,0.047142857,0.04,0.092857143,0.062307692,0.39,0.148333333,0.075384615,0.08,0.0875,0.251428571,0,0.042857143,0.064285714,0,0.018571429,0.038571429,0,0,0
11082099999,5/30/13,0.47,0.332857143,0.068571429,0.12,0.068571429,0.045714286,0,0.025714286,0.136428571,0,0.168571429,0.138571429,0,0,0.047142857,0.31,0.052857143,0.062307692,0.2,0.127142857,0.068461538,0.02,0.0575,0.273571429,0,0.02,0.071428571,0.04,0.028571429,0.038571429,0,0,0.003333333
11082099999,5/31/13,0.2,0.344285714,0.097142857,0.08,0.057142857,0.045714286,0,0.002857143,0.012857143,0.16,0.168571429,0.138571429,0,0,0.044285714,0.02,0.052857143,0.062307692,0.2,0.125714286,0.068461538,0,0.205,0.265714286,0.04,0.02,0.047142857,0,0.057142857,0.14,0,0,0.003333333
11082099999,6/1/13,0,0.348571429,0.097142857,0.08,0.04,0.034285714,0.02,0.002857143,0.012857143,0.43,0.191428571,0.11,0,0.011428571,0.028571429,0,0.061666667,0.050769231,0.01,0.114285714,0.092307692,0.12,0.20875,0.175714286,0.08,0.017142857,0.03,0,0.057142857,0.172857143,0,0,0.005
11082099999,6/2/13,1.65,0.36,0.332857143,0,0.04,0.034285714,0,0.002857143,0.012857143,0.59,0.191428571,0.11,0,0.051428571,0.027142857,0,0.055,0.031666667,0,0.058571429,0.085714286,0,0.2375,0.172857143,0,0.017142857,0.018571429,0.16,0.057142857,0.186428571,0,0,0.005
11082099999,6/3/13,0.08,0.292857143,0.344285714,0,0.022857143,0.028571429,0,0.002857143,0.001428571,0,0.22,0.11,0,0.051428571,0.027142857,0,0.003333333,0.038333333,0,0.03,0.085,0,0.235,0.155714286,0,0.034285714,0.018571429,0.2,0.051428571,0.188571429,0,0.006666667,0.006666667
11082099999,6/4/13,0.04,0.264285714,0.348571429,0,0.011428571,0.02,0,0.002857143,0.001428571,0.16,0.197142857,0.112857143,0.08,0.051428571,0.033571429,NaN,0,0.041818182,0,0.001428571,0.079285714,1.42,0.235,0.178571429,0,0.028571429,0.017857143,0,0.254285714,0.210714286,0,0.008,0.006666667
11082099999,6/5/13,0.08,0.264285714,0.36,0,0,0.02,0,0,0.001428571,0,0.135714286,0.127142857,0.28,0.054285714,0.033571429,0,0.001666667,0.038181818,0,0.044285714,0.051428571,0.03,0.245,0.172857143,0,0.017142857,0.037857143,0,0.327142857,0.210714286,NaN,0.012,0.008333333
11082099999,6/6/13,0,0.028571429,0.292857143,0,0,0.011428571,0,0,0.001428571,0.2,0.051428571,0.189285714,0,0.054285714,0.033571429,0,0.002,0.020909091,0,0.044285714,0.037142857,0.31,0.245,0.171428571,0.12,0.017142857,0.040769231,0,0.344285714,0.207857143,0.04,0.012,0.008333333
11082099999,6/7/13,0,0.02,0.264285714,0,0,0.007142857,0,0,0.002142857,0,0.051428571,0.177857143,0,0.054285714,0.033571429,0,0.018,0.040909091,0,0.044285714,0.022857143,0,0.285,0.171428571,0,0.017142857,0.059230769,1.42,0.32,0.207857143,NaN,0.016,0.008333333
11082099999,6/8/13,0,0.144285714,0.264285714,0,0,0.007142857,0,0,0.019285714,0,0.034285714,0.147142857,0.02,0.055714286,0.033571429,0.01,0.018,0.040909091,0.31,0.044285714,0.022142857,0,0.1075,0.165714286,0,0.018571429,0.0575,0.51,0.364285714,0.207857143,0.02,0.016,0.008333333
11082099999,6/9/13,0,0.132857143,0.028571429,0,0,0.007142857,0,0,0.019285714,0,0.062857143,0.115,0,0.015714286,0.033571429,NaN,0.018,0.040909091,0,0.044285714,0.022142857,0.2,0.10375,0.165714286,0,0.058571429,0.0575,0.28,0.364285714,0.196428571,0,0.016666667,0.008333333
11082099999,6/10/13,0.02,0.132857143,0.02,0,0,0.007142857,0,0,0.019285714,0,0.158571429,0.115,0,0.015714286,0.056428571,0.08,0.042,0.040909091,0,0.044285714,0.022142857,0,0.065,0.178461538,0,0.048333333,0.0575,0.03,0.364285714,0.187857143,0.02,0.01,0.008333333
11082099999,6/11/13,0.91,0.132857143,0.144285714,0,0.002857143,0.007142857,0,0.001428571,0.019285714,0.04,0.158571429,0.103571429,0.09,0.015714286,0.059285714,NaN,0.09,0.0375,0,0.044285714,0.022142857,0.32,0.07,0.069230769,0.01,0.095,0.0575,0.31,0.161428571,0.187857143,0,0.008571429,0.008333333
11082099999,6/12/13,0,0.132857143,0.132857143,0,0.014285714,0.007142857,0,0.038571429,0.019285714,0.2,0.158571429,0.112142857,0,0.012857143,0.04,0,0.088,0.0375,0,0,0.022142857,0,0.07,0.066923077,0.28,0.114,0.062727273,0,0.088571429,0.187857143,0.02,0.005714286,0.007692308
11082099999,6/13/13,0,0.132857143,0.132857143,0,0.014285714,0.007142857,0,0.038571429,0.039285714,0.87,0.178571429,0.097857143,0,0.012857143,0.04,0.12,0.073333333,0.0375,0,0,0.022142857,0,0.051428571,0.043076923,NaN,0.114,0.051818182,0,0.048571429,0.187857143,0,0.005714286,0.004615385
11082099999,6/14/13,0,0.13,0.132857143,0.02,0.014285714,0.007142857,0.01,0.038571429,0.045,0,0.178571429,0.157142857,0,0.058571429,0.04,0.24,0.06,0.0375,0,0,0.022142857,0,0.051428571,0.058461538,0.28,0.114,0.057,0,0.055714286,0.086428571,0,0.002857143,0.004285714
11082099999,6/15/13,0,0,0.132857143,0.08,0.014285714,0.007142857,0.26,0.038571429,0.046428571,0,0.172857143,0.157142857,0,0.062857143,0.038571429,0,0.051428571,0.036666667,0,0,0,0.04,0.005714286,0.149230769,NaN,0.112,0.058,0,0.011428571,0.052857143,0,0.002857143,0.002857143
11082099999,6/16/13,0,0,0.132857143,0,0.014285714,0.007142857,0,0.038571429,0.046428571,0.14,0.161428571,0.157142857,0,0.064285714,0.038571429,0,0.051428571,0.036153846,0,0,0.02,0,0.005714286,0.135384615,0,0.07,0.082,0,0.011428571,0.032857143,0,0,0.002857143
11082099999,6/17/13,0,0,0.13,0,0.014285714,0.007142857,0,0.078571429,0.062142857,0,0.037142857,0.157142857,0.32,0.064285714,0.044285714,0,0.034285714,0.032307692,0,0,0.032142857,NaN,0.034285714,0.135384615,0,0.056,0.082,0.08,0.011428571,0.032857143,0,0,0.001538462
11082099999,6/18/13,0,0,0,0,0.011428571,0.007142857,0,0.088571429,0.063571429,0,0.155714286,0.154285714,0.12,0.064285714,0.037857143,0,0,0.030714286,0,0,0.032142857,0,0.202857143,0.110769231,0,0,0.089,0,0.011428571,0.010714286,0,0,0.001538462
11082099999,6/19/13,0,0.061428571,0,0,0,0.015714286,0,0.054285714,0.063571429,0.12,0.155714286,0.14,0.01,0.064285714,0.057857143,0,0,0.032857143,0,0,0.032142857,0,0.2,0.110769231,NaN,0.002,0.065,0,0.017142857,0.019285714,0,0,0
11082099999,6/20/13,0,0.064285714,0,0,0,0.016428571,0.28,0.054285714,0.063571429,0,0.135714286,0.114285714,0,0.064285714,0.057857143,0,0.004285714,0.032857143,0,0.04,0.032142857,0,0.2,0.117692308,0,0.05,0.059090909,0,0.017142857,0.019285714,0,0,0
11082099999,6/21/13,0,0.328571429,0,0,0,0.015,0.08,0.085714286,0.062857143,0.83,0.135714286,0.131428571,0,0.03,0.057857143,0,0.008571429,0.021428571,0,0.064285714,0.032142857,0.2,0.175,0.117692308,NaN,0.05,0.033636364,0,0.01,0.019285714,0,0,0
11082099999,6/22/13,0.43,0.362857143,0.061428571,0,0,0.009285714,0.02,0.088571429,0.050714286,0,0.135714286,0.131428571,0,0.012857143,0.057857143,0,0.01,0.097142857,0,0.064285714,0.032142857,1.18,0.175,0.114615385,0.01,0.066,0.030833333,0.04,0.01,0.02,0,0,0.001538462
11082099999,6/23/13,0.02,0.365714286,0.064285714,0,0.017142857,0.029285714,0,0.088571429,0.050714286,0,0.118571429,0.121428571,0,0.051428571,0.058571429,0.03,0.014285714,0.1,0.28,0.064285714,0.032142857,0.02,0.18625,0.155384615,0.24,0.061666667,0.030833333,0,0.027142857,0.02,0,0,0.001538462
11082099999,6/24/13,1.85,0.365714286,0.328571429,0,0.018571429,0.122142857,0.22,0.048571429,0.050714286,0,0.191428571,0.122857143,0.08,0.051428571,0.035714286,0.03,0.031428571,0.1,0.17,0.064285714,0.032142857,0,0.18625,0.144285714,0,0.061666667,0.040833333,0.03,0.027142857,0.014285714,NaN,0,0.001538462
11082099999,6/25/13,0.24,0.365714286,0.362857143,0,0.018571429,0.122142857,0.02,0.037142857,0.050714286,0,0.107142857,0.128571429,0,0.051428571,0.032857143,0.01,0.042857143,0.107692308,0,0.064285714,0.035,0,0.16125,0.15,0.08,0.052857143,0.043333333,0,0.027142857,0.014285714,0,0,0.001538462
11082099999,6/26/13,0.02,0.304285714,0.365714286,0.12,0.018571429,0.187142857,0,0.047142857,0.050714286,0,0.107142857,0.12,0.28,0.051428571,0.032857143,0.03,0.194285714,0.107692308,0,0.064285714,0.035,0,0.08,0.172142857,0.04,0.051428571,0.043333333,0.12,0.022857143,0.014285714,0,0.003333333,0.001538462
11082099999,6/27/13,0,0.301428571,0.365714286,0.01,0.058571429,0.19,0,0.047142857,0.030714286,0.51,0.107142857,0.184285714,0,0.052857143,0.038571429,0.12,0.195714286,0.107692308,0,0.024285714,0.035,0.09,0.0775,0.177857143,0,0.017142857,0.044166667,0,0.022857143,0.014285714,0,0.003333333,0.001538462
11082099999,6/28/13,0,0.037142857,0.365714286,0,0.244285714,0.19,0,0.015714286,0.025,0.24,0.11,0.125,0,0.041428571,0.038571429,0.08,0.191428571,0.107692308,0,0,0.035,0,0.0875,0.163571429,0,0.034285714,0.040769231,0,0.018571429,0.015714286,0,0.002857143,0.001538462
11082099999,6/29/13,0,0.002857143,0.304285714,0,0.244285714,0.191428571,0.09,0.012857143,0.023571429,0,0.121428571,0.125,0,0.052857143,0.038571429,1.06,0.221666667,0.107692308,0,0.005714286,0.035,0,0.12625,0.079285714,0,0.027142857,0.04,0.01,0.018571429,0.025,0.02,0.002857143,0.001666667
11082099999,6/30/13,0,0,0.301428571,0.28,0.357142857,0.191428571,0,0.012857143,0.023571429,0,0.121428571,0.125,0.01,0.014285714,0.038571429,0.04,0.216666667,0.114166667,0,0.005714286,0.015,0.53,0.13625,0.083846154,0,0.025,0.021538462,0,0.001428571,0.036428571,0,0.002857143,0.001818182
11082099999,7/1/13,0,0,0.037142857,1.3,0.361428571,0.191428571,0,0.012857143,0.007857143,0.02,0.177142857,0.125,0,0.025714286,0.032857143,0,0.196666667,0.131666667,0,0.005714286,0.002857143,0,0.125,0.086153846,0.12,0.026666667,0.021538462,0,0.001428571,0.034285714,0,0.002857143,0.001666667
11082099999,7/2/13,0,0,0.002857143,0,0.361428571,0.191428571,0,0.012857143,0.045714286,0.08,0.142857143,0.125,0.08,0.025714286,0.032857143,NaN,0.183333333,0.130833333,0.04,0.005714286,0.017142857,0.08,0.125,0.086153846,0.03,0.026666667,0.015384615,0,0.004285714,0.034285714,0,0.002857143,0.001666667
11082099999,7/3/13,0,0,0,0.91,0.364285714,0.194285714,0,0,0.051428571,0,0.142857143,0.127142857,0.01,0.025714286,0.075,0,0.006666667,0.128333333,0,0.005714286,0.017142857,0.31,0.142857143,0.086153846,NaN,0.026666667,0.018461538,0,0.027142857,0.025714286,0,0,0.001666667
11082099999,7/4/13,0,0,0,0.04,0.324285714,0.193571429,0,0,0.053571429,0.9,0.142857143,0.090714286,0.08,0.024285714,0.156428571,0,0,0.128333333,0,0.005714286,0.017142857,0.08,0.071428571,0.079230769,0.01,0.026666667,0.018461538,0,0.05,0.037142857,0,0,0.001666667
11082099999,7/5/13,0,0,0,0,0.138571429,0.241428571,0,0,0.053571429,0,0.14,0.075714286,0,0.024285714,0.168461538,0,0.048,0.141666667,0,0.005714286,0.025,0,0.071428571,0.097692308,0,0.006666667,0.019230769,0.02,0.05,0.037142857,0,0,0.001666667
11082099999,7/6/13,0,0,0,0.02,0.138571429,0.242142857,0,0.078571429,0.047142857,0,0.128571429,0.157142857,0,0.012857143,0.168461538,0,0.04,0.053333333,0,0.028571429,0.032857143,0,0.06,0.099230769,0,0.001666667,0.020769231,0.17,0.05,0.036428571,NaN,0,0
11082099999,7/7/13,0,0,0,0,0.031428571,0.244285714,0,0.09,0.047142857,0,0.132857143,0.21,0,0.135714286,0.176923077,NaN,0.04,0.05,0,0.028571429,0.035714286,NaN,0.015714286,0.058461538,0,0.012857143,0.020769231,0.16,0.05,0.036428571,NaN,0,0.028181818
11082099999,7/8/13,0,0.04,0,0,0.025714286,0.151428571,0,0.094285714,0.047857143,0,0.004285714,0.265,0,0.287142857,0.176923077,0.24,0.06,0.05,0,0.028571429,0.035714286,0.03,0.038571429,0.058461538,0,0.011428571,0.066153846,0,0.072857143,0.036428571,0,0,0.028181818
11082099999,7/9/13,0,0.04,0,0,0.121428571,0.151428571,0.55,0.094285714,0.047857143,0,0.008571429,0.259285714,0,0.335,0.197692308,0,0.1,0.046153846,0.2,0.044285714,0.032857143,0,0.041428571,0.052307692,0,0.012857143,0.069166667,0,0.07,0.036428571,0,0,0.028181818
11082099999,7/10/13,0,0.04,0,0.16,0.12,0.086428571,0.08,0.094285714,0.047857143,0.03,0.171428571,0.265,0.87,0.335,0.196923077,0,0.1,0.05,0,0.06,0.032857143,0,0.041428571,0.031538462,0.08,0.015714286,0.063846154,0,0.045714286,0.036428571,0,0,0.028181818
11082099999,7/11/13,0.28,0.04,0.04,0,0.164285714,0.083571429,0.03,0.094285714,0.047857143,0,0.277142857,0.206428571,1.14,0.355,0.190769231,0.12,0.085714286,0.051666667,0,0.065714286,0.032857143,0,0.03625,0.035384615,0,0.015714286,0.141538462,0.16,0.022857143,0.036428571,0,0.051666667,0.028181818
11082099999,7/12/13,0,0.04,0.04,0.67,0.164285714,0.083571429,0,0.095714286,0.047857143,0.03,0.39,0.206428571,NaN,0.355,0.190769231,0.24,0.051428571,0.0525,0.11,0.065714286,0.032857143,0.24,0.0325,0.048461538,0.01,0.117142857,0.19,0,0.022857143,0.035,0,0.051666667,0.028181818
11082099999,7/13/13,0,0.04,0.04,0.01,0.164285714,0.082142857,0,0.017142857,0.047857143,1.14,0.39,0.206428571,0,0.413333333,0.206666667,0,0.051428571,0.0525,0.11,0.037142857,0.032857143,0.02,0.0375,0.051538462,0.02,0.136666667,0.19,0,0.022857143,0.022857143,NaN,0.051666667,0.025833333
11082099999,7/14/13,0,0.04,0.04,0.31,0.141428571,0.082142857,0,0.005714286,0.047857143,0.74,0.397142857,0.206428571,0.12,0.268333333,0.206666667,0,0.06,0.048461538,0.04,0.037142857,0.032857143,0,0.05375,0.047857143,0,0.123333333,0.19,0,0.022857143,0.011428571,0.31,0.051666667,0.023846154
11082099999,7/15/13,0,0,0.04,0,0.141428571,0.087142857,0.01,0.001428571,0.047857143,0.79,0.408571429,0.206428571,0,0.078333333,0.235833333,0,0.043333333,0.069230769,0,0.037142857,0.032857143,0,0.075,0.049230769,0.71,0.293333333,0.19,0,0,0.011428571,0,0.051666667,0.025833333
11082099999,7/16/13,0,0,0.04,0,0.045714286,0.107142857,0,0.001428571,0.008571429,0,0.404285714,0.215,0.35,0.067142857,0.235833333,0,0.005,0.074615385,0,0.021428571,0.018571429,0,0.05,0.058461538,NaN,0.396666667,0.19,0,0,0.011428571,0,0.051666667,0.025833333
11082099999,7/17/13,0,0,0.04,0,0.044285714,0.117857143,0,0.001428571,0.002857143,0.08,0.241428571,0.227142857,0,0.078333333,0.163333333,NaN,0.005,0.126153846,0,0.005714286,0.018571429,0.04,0.0475,0.058461538,0,0.393333333,0.183846154,0,0,0.011428571,0,0.044285714,0.025833333
11082099999,7/18/13,0,0,0,0,0,0.117857143,0,0.001428571,0.000714286,0.08,0.135714286,0.241428571,0,0.058333333,0.1075,0.02,0.005,0.116923077,0,0,0.018571429,0.13,0.054285714,0.061538462,1.02,0.393333333,0.199166667,0,0,0,0,0,0.025833333
11082099999,7/19/13,0,0,0,0,0.01,0.07,0,0,0.000714286,0,0.022857143,0.239285714,0,0.116666667,0.099230769,0.01,0.09,0.106666667,0,0,0.010714286,0.17,0.071428571,0.043076923,0.63,0.275,0.230833333,0,0,0,0,0,0.028181818
11082099999,7/20/13,0,0,0,0,0.05,0.069285714,0,0,0.015,0,0.04,0.157857143,NaN,0.058333333,0.099230769,0,0.101666667,0.191666667,0,0,0.02,0.04,0.071428571,0.074615385,0,0.235714286,0.229166667,0,0,0.025,0,0,0.028181818
11082099999,7/21/13,0,0,0,0,0.094285714,0.097857143,0,0,0.020714286,0,0.057142857,0.105,0,0.058333333,0.108461538,0,0.182857143,0.191666667,0,0,0.017142857,0,0.071428571,0.074615385,0,0.235714286,0.229166667,0,0,0.027142857,0,0,0
11082099999,7/22/13,0,0,0,0.07,0.094285714,0.100714286,0,0,0.02,0,0.074285714,0.054285714,0.35,0.136666667,0.108461538,0.51,0.18,0.191666667,0,0,0.070714286,NaN,0.052857143,0.080833333,0,0.105,0.2025,0,0,0.027142857,NaN,0,0
11082099999,7/23/13,0,0,0,0.28,0.094285714,0.101428571,0,0,0.031428571,0.12,0.074285714,0.054285714,0,0.136666667,0.081538462,0.07,0.208333333,0.191666667,0,0,0.070714286,0.12,0.09,0.100833333,0,0.065,0.216923077,0,0,0.03,0,0,0
11082099999,7/24/13,0,0,0,0.31,0.094285714,0.104285714,0,0.028571429,0.045714286,0.2,0.074285714,0.048571429,0,0.117142857,0.081538462,0.67,0.378333333,0.176923077,0,0.034285714,0.070714286,0,0.084285714,0.0975,0,0.065,0.217692308,0,0.05,0.032307692,0,0,0
11082099999,7/25/13,0,0,0,0,0.195714286,0.134285714,0,0.04,0.045714286,0.2,0.074285714,0.042857143,0.47,0.151428571,0.081538462,0,0.378333333,0.175384615,0,0.034285714,0.071428571,0.04,0.098333333,0.086666667,NaN,0.065,0.150833333,0,0.054285714,0.032307692,0,0,0
11082099999,7/26/13,0,0,0,0,0.191428571,0.135,0,0.04,0.045714286,0,0.085714286,0.073571429,0,0.101428571,0.081538462,NaN,0.293333333,0.174615385,0,0.141428571,0.071428571,0,0.118571429,0.0725,0.39,0.13,0.164166667,0,0.054285714,0.032307692,NaN,0,0
11082099999,7/27/13,0,0,0,0,0.152857143,0.135,0.2,0.062857143,0.048571429,0,0.068571429,0.073571429,0,0.101428571,0.075714286,1.02,0.281666667,0.216923077,0.24,0.141428571,0.077142857,0.43,0.101428571,0.075454545,0,0.195,0.179090909,0.35,0.06,0.032307692,NaN,0,0
11082099999,7/28/13,0,0,0,0.71,0.114285714,0.135,0.08,0.091428571,0.048571429,0,0.04,0.073571429,0.24,0.101428571,0.075714286,0,0.17,0.216923077,0,0.141428571,0.077142857,0,0.101428571,0.136363636,0,0.196666667,0.179090909,0.03,0.07,0.032307692,0,0,0.002
11082099999,7/29/13,0,0,0,0.04,0.174285714,0.144285714,0,0.091428571,0.048571429,0.08,0.011428571,0.073571429,0,0.034285714,0.050714286,0,0.17,0.177692308,0.75,0.142857143,0.077142857,NaN,0.095714286,0.138333333,0.39,0.196666667,0.18,0,0.07,0.032307692,0,0,0.016363636
11082099999,7/30/13,0,0,0,0.01,0.175714286,0.124285714,0.16,0.091428571,0.048571429,0,0.072857143,0.095714286,0,0.034285714,0.050714286,0,0.145714286,0.172307692,0,0.142857143,0.088571429,0.24,0.111666667,0.138333333,0.39,0.263333333,0.222727273,0.04,0.07,0.032307692,0,0,0.018
11082099999,7/31/13,0,0,0,0.04,0.175714286,0.102142857,0.2,0.068571429,0.048571429,0,0.072857143,0.087142857,0,0.034285714,0.072857143,0,0.078571429,0.120769231,0,0.12,0.088571429,0,0.151666667,0.138333333,0.01,0.316,0.245,NaN,0.011666667,0.032307692,0,0,0.02
11082099999,8/1/13,0,0,0,0.42,0.074285714,0.102142857,0,0.057142857,0.048571429,0,0.072857143,0.072857143,0,0,0.047857143,0,0.078571429,0.123076923,0.01,0.12,0.105714286,0,0.178333333,0.135,NaN,0.316,0.222727273,0,0.006666667,0.035384615,0,0.003333333,0.0225
11082099999,8/2/13,0,0.055714286,0,0.01,0.097142857,0.102142857,0,0.057142857,0.048571429,0.43,0.061428571,0.072857143,0,0,0.047857143,0,0.078571429,0.114285714,0,0.012857143,0.105714286,0,0.17,0.135,0.79,0.24,0.191818182,0,0.006666667,0.053846154,NaN,0.03,0.02
11082099999,8/3/13,0,0.055714286,0,0,0.095714286,0.102142857,0.04,0.034285714,0.034285714,0,0.122857143,0.106428571,0,0,0.047857143,0.55,0.078571429,0.041428571,0.08,0.035714286,0.088571429,NaN,0.135714286,0.099166667,NaN,0.256,0.206363636,0,0,0.026923077,0,0.036,0.034
11082099999,8/4/13,0,0.055714286,0,0,0.09,0.051428571,0,0.005714286,0.028571429,0,0.134285714,0.142857143,0,0.044285714,0.067142857,0,0.078571429,0.042857143,0,0.035714286,0.088571429,0.67,0.135714286,0.099166667,0,0.3175,0.213636364,0,0,0.024615385,0.02,0.045,0.037
11082099999,8/5/13,0.39,0.055714286,0.055714286,0.2,0.03,0.054285714,0,0.005714286,0.028571429,0,0.134285714,0.137142857,0,0.061428571,0.154285714,0,0.082857143,0.051428571,0,0.068571429,0.043571429,0.16,0.135714286,0.091538462,0.01,0.254,0.178181818,0,0.005714286,0.024615385,0.16,0.06,0.037
11082099999,8/6/13,0,0.055714286,0.055714286,0,0.028571429,0.063571429,0,0.005714286,0.017142857,0.43,0.072857143,0.137142857,0,0.061428571,0.154285714,0,0.082857143,0.051428571,0.16,0.068571429,0.065714286,0.12,0.135714286,0.073076923,0.47,0.106,0.142727273,0,0.04,0.021538462,NaN,0.045,0.037
11082099999,8/7/13,0,0.122857143,0.055714286,0,0.028571429,0.074285714,0,0,0.002857143,0.08,0.14,0.137142857,0.31,0.061428571,0.154285714,0,0.004285714,0.051428571,0,0.057142857,0.071428571,0,0.11875,0.073076923,NaN,0.115,0.141818182,0,0.04,0.02,NaN,0.085,0.037
11082099999,8/8/13,0,0.122857143,0.055714286,0,0.028571429,0.05,0,0,0.002857143,0,0.212857143,0.137142857,0.12,0.134285714,0.154285714,0.03,0.007142857,0.054285714,0.24,0.057142857,0.070714286,0,0.035,0.079230769,0,0.128333333,0.136666667,0.04,0.04,0.02,NaN,0.0875,0.041111111
11082099999,8/9/13,0,0.067142857,0.055714286,0,0.011428571,0.071428571,0,0,0.002857143,0,0.212857143,0.106428571,0,0.308571429,0.154285714,0,0.024285714,0.054285714,0,0.074285714,0.072857143,0,0.015,0.080769231,0.05,0.126666667,0.074166667,0.24,0.04,0.02,0,0.0475,0.037
11082099999,8/10/13,0.47,0.078333333,0.122857143,0,0.031428571,0.071428571,0,0,0.000714286,0.47,0.151428571,0.106428571,0,0.308571429,0.154285714,0,0.024285714,0.015,0,0.095714286,0.067142857,0,0,0.086428571,0.16,0.048333333,0.074166667,0,0.04,0.02,0.16,0.038,0.037
11082099999,8/11/13,0,0.078333333,0.122857143,0,0.058571429,0.071428571,0,0,0.057142857,0.51,0.14,0.106428571,0.51,0.264285714,0.154285714,0.02,0.024285714,0.015,0,0.107142857,0.067142857,0,0.01,0.038571429,0.08,0.041428571,0.080909091,0,0.04,0.02,0.03,0.031666667,0.035
11082099999,8/12/13,0,0.078333333,0.067142857,0.08,0.07,0.057142857,0,0,0.07,0,0.14,0.106428571,1.22,0.247142857,0.154285714,0.12,0.025714286,0.015,0.12,0.072857143,0.072307692,0,0.0125,0.028571429,0,0.052857143,0.08,0,0.034285714,0.02,0,0.031666667,0.019
