TURANY,DATE,Y2013,RA2013,14DA2013,Y2014,RA2014,14DA2014,Y2015,RA2015,14DA2015,Y2016,RA2016,14DA2016,Y2017,RA2017,14DA2017,Y2018,RA2018,14DA2018,Y2019,RA2019,14DA2019,Y2020,RA2020,14DA2020,Y2021,RA2021,14DA2021,Y2022,RA2022,14DA2022,Y2023,RA2023,14DA2023
11723099999,8/6/13,0,0.185714286,0.154285714,0,0.211428571,0.231428571,0,0.001428571,0.000714286,0.6,0.085714286,0.15,0.08,0.025714286,0.072857143,0,0.027142857,0.016428571,0,0.141428571,0.158571429,0,0.197142857,0.098571429,0.24,0.338571429,0.205,0.32,0.06,0.092857143,1.42,0.335714286,0.229285714
11723099999,8/7/13,0.07,0.305714286,0.152857143,0,0.211428571,0.252857143,0,0,0.000714286,0,0.155714286,0.15,0.02,0.097142857,0.072857143,0,0.027142857,0.016428571,0,0.141428571,0.149285714,0,0.161428571,0.098571429,0.01,0.331428571,0.205,0.1,0.06,0.031428571,0.38,0.381428571,0.223571429
11723099999,8/8/13,0,0.305714286,0.152857143,0,0.001428571,0.153571429,0,0,0.000714286,0,0.165714286,0.083571429,0,0.134285714,0.072857143,0,0.032857143,0.016428571,0.77,0.15,0.143571429,0,0.018571429,0.151428571,0.18,0.285714286,0.196428571,0,0.06,0.031428571,0.41,0.374285714,0.223571429
11723099999,8/9/13,0,0.13,0.152857143,0,0.012857143,0.156428571,0,0,0.000714286,0,0.165714286,0.083571429,0,0.134285714,0.072857143,0.19,0.032857143,0.016428571,0,0.15,0.144285714,0,0,0.152142857,0.27,0.1,0.169285714,0,0.06,0.03,0.02,0.368571429,0.192857143
11723099999,8/10/13,0.84,0.13,0.152857143,0,0.037142857,0.166428571,0,0,0.005714286,0.49,0.081428571,0.083571429,0.5,0.122857143,0.072857143,0,0.032857143,0.016428571,0,0.252857143,0.145,0,0,0.134285714,0,0.065714286,0.237142857,0,0.014285714,0.03,0.35,0.165714286,0.190714286
11723099999,8/11/13,0,0.12,0.152857143,0,0.095714286,0.061428571,0,0,0.102142857,0.07,0.081428571,0.083571429,0.34,0.12,0.067142857,0.04,0.032857143,0.016428571,0.28,0.255714286,0.129285714,0,0,0.073571429,0,0.064285714,0.215,0,0,0.03,0,0.111428571,0.187142857
11723099999,8/12/13,0,0.12,0.065,0.09,0.095714286,0.065714286,0,0,0.197857143,0,0.081428571,0.083571429,0,0.12,0.067142857,0,0.032857143,0.017857143,0,0.145714286,0.129285714,0,0.105714286,0.12,0,0.038571429,0.122142857,0,0,0.030714286,0,0.052857143,0.184285714
11723099999,8/13/13,0,0.12,0.126428571,0.17,0.101428571,0.086428571,0,0,0.233571429,0.01,0.081428571,0.040714286,0,0.12,0.066428571,0,0.005714286,0.017857143,0.72,0.147142857,0.129285714,0,0.107142857,0.12,0,0,0.105,0,0,0.01,0,0.05,0.082857143
11723099999,8/14/13,0,0,0.121428571,0.41,0.121428571,0.110714286,0,0.011428571,0.233571429,0,0.011428571,0.042857143,0,0.048571429,0.065,0,0.005714286,0.017857143,0.02,0.148571429,0.16,0,0.107142857,0.12,0,0.142857143,0.104285714,0,0,0.097857143,0,0,0.055714286
11723099999,8/15/13,0,0,0.121428571,0,0.121428571,0.115714286,0,0.204285714,0.233571429,0,0.001428571,0.125,0,0,0.065,0,0,0.017857143,0,0.108571429,0.105,0.74,0.128571429,0.12,0,0.144285714,0.091428571,0,0,0.19,0,0,0.026428571
11723099999,8/16/13,0,0,0.121428571,0.04,0.118571429,0.115714286,0,0.395714286,0.233571429,0,0.001428571,0.125,0,0,0.065,0,0.002857143,0.004285714,0.01,0.108571429,0.105,0.01,0.24,0.126428571,0,0.144285714,0.106428571,0,0.001428571,0.195714286,0,0,0.041428571
11723099999,8/17/13,0,0.122857143,0.061428571,0.14,0.135714286,0.125714286,0.08,0.467142857,0.233571429,0,0,0.09,0,0.01,0.029285714,0,0.002857143,0.004285714,0.01,0.005714286,0.105,0,0.24,0.126428571,1,0.144285714,0.106428571,0,0.005714286,0.195714286,0,0,0.016428571
11723099999,8/18/13,0,0.122857143,0.061428571,0,0.125714286,0.13,1.35,0.467142857,0.234285714,0,0.004285714,0.085,0,0.01,0.005,0,0.002857143,0.015714286,0,0.064285714,0.088571429,0.15,0.24,0.126428571,0.01,0.144285714,0.106428571,0,0.195714286,0.195714286,0,0,0.016428571
11723099999,8/19/13,0,0.122857143,0.087142857,0.07,0.135714286,0.126428571,1.34,0.467142857,0.236428571,0,0.168571429,0.085,0,0.01,0.005,0.02,0.002857143,0.032857143,0,0.064285714,0.091428571,0.78,0.134285714,0.126428571,0,0.144285714,0.107857143,0.01,0.38,0.195714286,0,0,0.017142857
11723099999,8/20/13,0.86,0.122857143,0.089285714,0.29,0.13,0.168571429,0.5,0.467142857,0.236428571,0,0.168571429,0.084285714,0.07,0.01,0.005,0,0.002857143,0.032857143,0,0.062857143,0.069285714,0,0.145714286,0.126428571,0,0.212857143,0.12,0.03,0.391428571,0.233571429,0,0.032857143,0.079285714
11723099999,8/21/13,0,0.122857143,0.095714286,0.34,0.13,0.152857143,0,0.455714286,0.236428571,0.03,0.168571429,0.084285714,0,0.01,0.005714286,0,0.002857143,0.032857143,0.43,0.061428571,0.067857143,0,0.145714286,0.126428571,0,0.07,0.175714286,1.33,0.391428571,0.261428571,0,0.032857143,0.079285714
11723099999,8/22/13,0,0.122857143,0.097142857,0.07,0.138571429,0.152857143,0,0.264285714,0.236428571,1.15,0.168571429,0.084285714,0,0.01,0.005714286,0,0.031428571,0.032857143,0,0.068571429,0.067857143,0,0.124285714,0.076428571,0,0.068571429,0.179285714,1.29,0.391428571,0.270714286,0,0.032857143,0.145714286
11723099999,8/23/13,0,0.174285714,0.098571429,0,0.134285714,0.15,0,0.077142857,0.236428571,0,0.168571429,0.088571429,0,0.01,0.005714286,0,0.062857143,0.032857143,0,0.074285714,0.069285714,0.09,0.012857143,0.140714286,0.48,0.071428571,0.186428571,0.08,0.39,0.270714286,0.23,0.034285714,0.160714286
11723099999,8/24/13,0,0.055714286,0.098571429,0.14,0.201428571,0.142857143,0,0.005714286,0.230714286,0,0.168571429,0.088571429,0,0,0.005714286,0,0.062857143,0.035,0,0.132857143,0.068571429,0,0.012857143,0.141428571,0,0.095714286,0.116428571,0,0.461428571,0.270714286,0,0.158571429,0.161428571
11723099999,8/25/13,0,0.068571429,0.106153846,0.06,0.18,0.153846154,0.01,0.005714286,0.144615385,0,0.164285714,0.095384615,0,0.001428571,0.006153846,0.2,0.062857143,0.037692308,0.05,0.071428571,0.073846154,0,0.012857143,0.140769231,0,0.207142857,0.124615385,0,0.327142857,0.291538462,0,0.158571429,0.173846154
11723099999,8/26/13,0.36,0.071428571,0.115,0.04,0.17,0.160833333,0.03,0.005714286,0.045,0,0,0.103333333,0,0.001428571,0.006666667,0.24,0.062857143,0.039166667,0.04,0.071428571,0.08,0,0.018571429,0.0875,0.02,0.214285714,0.135,0,0.161428571,0.315,0.01,0.291428571,0.188333333
11723099999,8/27/13,0.03,0.074285714,0.047272727,0.76,0.17,0.149090909,0,0.005714286,0.003636364,0,0.008571429,0.112727273,0,0.001428571,0.000909091,0,0.062857143,0.042727273,0.41,0.075714286,0.087272727,0,0.135714286,0.095454545,0.17,0.16,0.147272727,0.53,0.15,0.340909091,0.87,0.288571429,0.205454545
11723099999,8/28/13,0.09,0.074285714,0.052,0.19,0.155714286,0.13,0,0.005714286,0.004,0,0.008571429,0.121,0.01,0.001428571,0.001,0,0.067142857,0.047,0,0.075714286,0.053,0,0.137142857,0.105,0.78,0.162857143,0.162,0.39,0.15,0.242,0,0.29,0.226
11723099999,8/29/13,0.02,0.086666667,0.057777778,0,0.171666667,0.136666667,0,0.005,0.004444444,0,0.01,0.006666667,0,0.001666667,0.001111111,0,0.045,0.052222222,0,0.08,0.058888889,0.04,0.16,0.116666667,0.05,0.19,0.18,0.13,0.175,0.125555556,0.93,0.338333333,0.251111111
11723099999,8/30/13,0.02,0.032,0.065,0,0.198,0.15375,0,0,0.005,0.06,0.012,0.0075,0,0.002,0.00125,0,0.006,0.05875,0.03,0.088,0.06625,0.91,0.192,0.12,0.1,0.224,0.1425,0,0.21,0.13125,0.21,0.404,0.25375
11723099999,8/31/13,0,0.0325,0.074285714,0.04,0.0575,0.155714286,0,0,0.005714286,0,0.015,0.008571429,0,0.0025,0.001428571,0.03,0.0075,0.067142857,0,0.0075,0.075714286,0.01,0.24,0.137142857,0.02,0.2375,0.162857143,0,0.13,0.15,0.01,0.2875,0.29
